society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
tulip monsella,8.0,sector 53,28000.0,28571.0,Super Built up area 2940(273.13 sq.m.),3,4,3,8.0,,Under Construction,,2940.0,,,0,1,0,0,0,0,35
satya the hermitage,0.08,sector 103,5517.0,1450.0,Built Up area: 1450 (134.71 sq.m.),2,2,0,10.0,,Undefined,,,1450.0,,0,0,0,0,0,1,61
godrej nature plus,1.0,sector 33,8231.0,12149.0,Super Built up area 1640(152.36 sq.m.),3,2,3+,7.0,North-East,Under Construction,,1640.0,,,0,0,0,1,0,1,49
independent,2.5,sector 37d,13157.0,1900.0,Plot area 1900(176.52 sq.m.),5,5,3+,2.0,,Relatively New,house,,1900.0,,0,0,0,0,0,1,0
lotus homz,0.06,sector 111,8450.0,710.0,Carpet area: 710 (65.96 sq.m.),2,2,3,9.0,East,New Property,,,,710.0,0,0,0,0,0,1,52
chd avenue,1.0,sector 71,6790.0,14728.0,Super Built up area 1620(150.5 sq.m.),3,3,3,11.0,,Relatively New,,1620.0,,,0,0,0,0,1,1,72
la vida by tata housing,1.0,sector 113,11755.0,8507.0,Carpet area: 1276 (118.54 sq.m.),2,2,2,13.0,,New Property,,,,1276.0,0,0,0,0,0,1,71
umang winter hills,0.08,sector 77,6408.0,1248.0,Super Built up area 1342(124.68 sq.m.),2,2,2,16.0,,New Property,,1342.0,,,0,0,0,0,0,2,79
aipl zen residences,1.0,sector 70a,13074.0,7649.0,Super Built up area 1262(117.24 sq.m.),2,2,3,23.0,North-West,New Property,,1262.0,,,0,0,0,0,0,1,81
maruti kunj,0.08,sector 11,5161.0,1550.0,Super Built up area 1550(144 sq.m.),3,2,0,0.0,,Old Property,,1550.0,,,0,0,0,0,0,1,8
vipul tatvam villa,5.5,sector 48,21219.0,2592.0,Plot area 288(240.8 sq.m.),3,6,2,2.0,North,Moderately Old,house,,2592.0,,0,1,0,0,1,2,106
mapsko casa bella,3.0,sector 82,6134.0,48908.0,Super Built up area 4890(454.3 sq.m.),4,6,3+,25.0,West,Relatively New,,4890.0,,,0,1,0,1,0,2,119
m3m heights,1.0,sector 65,13991.0,7147.0,Built Up area: 1358 (126.16 sq.m.),2,2,2,40.0,,Undefined,,,1358.0,,0,0,0,0,0,1,48
ashiana mulberry,0.09,sohna road,6485.0,1388.0,Super Built up area 1465(136.1 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),2,2,3+,3.0,,New Property,,1465.0,1175.97,834.96,1,0,0,0,0,1,89
emaar mgf marbella,15.1,sector 66,18605.0,8116.0,Plot area 754,5,5,3+,3.0,East,New Property,house,,8067.799999999999,,1,1,1,1,0,1,120
ats marigold,1.0,sector 89,8604.0,11623.0,Super Built up area 2150(199.74 sq.m.),3,3,3+,12.0,South-West,New Property,,2150.0,,,0,1,0,0,0,1,37
signature global park,0.06,sohna road,5537.0,1084.0,Super Built up area 1210(112.41 sq.m.),2,2,3,4.0,North-East,Relatively New,,1210.0,,,0,0,0,1,0,1,127
signature global park,0.05,sohna road,6295.0,794.0,Carpet area: 845 (78.5 sq.m.),2,2,2,1.0,East,Relatively New,,,,845.0,0,0,0,1,0,1,168
tulip yellow,2.95,sector 69,16389.0,1800.0,Plot area 200(167.23 sq.m.),4,3,2,3.0,North,New Property,house,,1800.0,,0,0,0,1,1,0,111
independent,0.5,sector 6,8333.0,600.0,Plot area 600(55.74 sq.m.),3,3,2,2.0,East,Moderately Old,house,,600.0,,0,0,0,1,0,1,0
dlf regal gardens,1.0,sector 90,6926.0,14438.0,Super Built up area 1747(162.3 sq.m.),3,3,3+,29.0,West,Relatively New,,1747.0,,,0,0,0,0,1,1,95
vatika gurgaon,0.09,sector 83,6574.0,1369.0,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,5.0,South,Relatively New,,1445.0,1300.0,1200.0,0,0,0,0,0,2,96
sobha city,2.0,sector 108,17378.0,11509.0,Super Built up area 1381(128.3 sq.m.),2,2,2,14.0,,New Property,,1381.0,,,0,0,0,0,0,2,113
aipl the peaceful homes,2.0,sector 70a,10697.0,18697.0,Super Built up area 2150(199.74 sq.m.),3,3,3,3.0,North-East,Relatively New,,2150.0,,,0,0,1,0,0,2,124
shree krishna homes,0.48,sector 104,50000.0,96.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,1,1.0,North-East,New Property,house,,795.0,720.0,1,0,0,1,1,1,44
dlf new town heights,1.0,sector 86,6578.0,15202.0,Super Built up area 2356(218.88 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4,4,3+,12.0,North-East,Moderately Old,,2356.0,,1750.0,0,1,0,1,0,2,120
vipul tatvam villa,7.69,sector 48,24069.0,3195.0,Plot area 355(296.83 sq.m.),4,5,3,2.0,North-West,Moderately Old,house,,3195.0,,1,1,1,1,0,2,110
beverley park 1,8.0,sector 43,16230.0,49291.0,Super Built up area 5200(483.1 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4900 sq.ft. (455.22 sq.m.),4,5,3,9.0,North-East,Moderately Old,,5200.0,5000.0,4900.0,0,1,0,0,0,0,117
m3m merlin,2.0,sector 67,13678.0,14622.0,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),3,3,3,5.0,North-East,Moderately Old,,2047.0,,1880.0,0,1,0,0,0,0,26
conscient heritage max,2.0,sector 102,10375.0,19277.0,Super Built up area 2554(237.27 sq.m.),4,5,3+,17.0,North,Moderately Old,,2554.0,,,0,1,0,0,0,1,125
bestech park view grand spa,2.0,sector 81,8834.0,22640.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2354 sq.ft. (218.69 sq.m.),3,4,3+,10.0,North-West,Relatively New,,2660.0,,2354.0,0,1,0,0,0,1,109
avl 36 gurgaon,0.03,sector 36a,8990.0,334.0,Super Built up area 406(37.72 sq.m.)Carpet area: 402 sq.ft. (37.35 sq.m.),1,1,1,7.0,West,Relatively New,,406.0,,402.0,0,0,0,0,0,1,95
rattan garden,1.3,sector 7,13499.0,963.0,Built Up area: 963 (89.47 sq.m.),5,3,2,3.0,,Old Property,house,,963.0,,0,0,0,0,0,1,0
dlf regal gardens,1.0,sector 90,9020.0,11086.0,Super Built up area 1702(158.12 sq.m.)Built Up area: 1540 sq.ft. (143.07 sq.m.)Carpet area: 1430 sq.ft. (132.85 sq.m.),3,3,3,7.0,East,Relatively New,,1702.0,1540.0,1430.0,1,0,0,0,0,1,174
unitech uniworld gardens,2.0,sector 47,11505.0,17384.0,Super Built up area 2086(193.8 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3+,10.0,East,Moderately Old,,2086.0,,1750.0,0,1,0,0,0,1,103
emaar palm heights,1.0,sector 77,11666.0,8572.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3+,11.0,South-West,Relatively New,,2025.0,1900.0,1500.0,0,1,0,0,0,1,94
godrej aria,1.0,sector 79,7772.0,12867.0,Super Built up area 1351(125.51 sq.m.),2,2,3+,4.0,North-East,New Property,,1351.0,,,0,0,0,0,0,2,49
ansal heights 86,1.0,sector 86,5541.0,18047.0,Super Built up area 1895(176.05 sq.m.),3,3,3,9.0,North-East,Under Construction,,1895.0,,,0,1,0,0,0,1,0
independent,0.4,sector 2,7619.0,525.0,Carpet area: 525 (48.77 sq.m.),2,2,1,1.0,,Relatively New,house,,,525.0,0,0,0,0,0,1,0
signature global solera 2,0.03,sector 107,6680.0,449.0,Carpet area: 553.85 (51.45 sq.m.),2,2,2,9.0,,New Property,,,,553.85,0,0,0,0,0,1,23
signature andour heights,0.06,sector 71,10172.0,590.0,Super Built up area 639(59.37 sq.m.)Carpet area: 542 sq.ft. (50.35 sq.m.),2,2,1,10.0,South-West,Relatively New,,639.0,,542.0,0,0,0,0,0,2,23
shree vardhman flora,0.06,sector 90,4814.0,1246.0,Super Built up area 1350(125.42 sq.m.),2,2,3,3.0,North,Relatively New,,1350.0,,,1,0,0,0,0,1,106
bestech park view residency,1.0,sector 2,7869.0,12708.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,7.0,South-West,Moderately Old,,1920.0,,,0,1,0,0,0,2,84
emaar mgf marbella,18.0,sector 66,40000.0,4500.0,Plot area 500(418.06 sq.m.),5,6,3+,3.0,North-East,Relatively New,house,,4500.0,,1,1,1,1,0,0,153
eldeco accolade,0.07,sohna road,6170.0,1135.0,Super Built up area 1264(117.43 sq.m.),2,2,2,3.0,,Relatively New,,1264.0,,,0,0,0,0,0,1,72
ardee city,5.5,sector 52,183333.0,300.0,Plot area 300(27.87 sq.m.),9,9,3+,3.0,South,Moderately Old,house,,300.0,,0,1,0,1,1,2,26
independent,1.5,sector 3 phase 3 extension,5000.0,3000.0,Built Up area: 3000 (278.71 sq.m.),6,1,0,1.0,,New Property,house,,3000.0,,0,0,0,0,0,1,0
independent,8.0,sector 57,266666.0,300.0,Plot area 300(27.87 sq.m.),5,4,3,2.0,North,Relatively New,house,,300.0,,1,1,0,1,0,1,21
independent,7.25,sector 56,29336.0,2471.0,Plot area 303(253.35 sq.m.),8,8,3+,0.0,North-East,Moderately Old,house,,303.0,,0,0,0,0,0,2,24
independent,1.5,sector 67,8642.0,1736.0,Carpet area: 180 (150.5 sq.m.),5,3,2,2.0,,New Property,house,,,180.0,0,0,0,0,0,1,0
independent,2.7,sector 23,18620.0,1450.0,Plot area 1450(134.71 sq.m.),5,5,2,3.0,East,Old Property,house,,1450.0,,0,0,0,0,0,2,17
sare homes,1.0,sector 92,6200.0,16129.0,Built Up area: 2040 (189.52 sq.m.),4,3,0,16.0,,Under Construction,,,2040.0,,0,0,0,0,0,1,49
ramprastha the edge towers,0.08,sector 37d,5797.0,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,2.0,North-East,Relatively New,,1380.0,1300.0,1200.0,0,0,0,0,0,1,78
independent,0.42,sector 9,9333.0,450.0,Built Up area: 450 (41.81 sq.m.),5,3,2,2.0,,Undefined,house,,450.0,,0,0,0,0,0,1,0
eldeco accolade,0.09,sohna road,6178.0,1457.0,Super Built up area 1457(135.36 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,8.0,South,Under Construction,,1457.0,1050.0,849.0,1,0,0,0,1,1,72
ramprastha the edge towers,0.09,sector 37d,5536.0,1626.0,Super Built up area 1770(164.44 sq.m.)Built Up area: 1675 sq.ft. (155.61 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,5.0,North-East,Relatively New,,1770.0,1675.0,1400.0,0,0,0,1,0,1,174
experion the heartsong,1.0,sector 108,8237.0,12140.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1771.32 sq.ft. (164.56 sq.m.)Carpet area: 1302.01 sq.ft. (120.96 sq.m.),3,4,3,3.0,North-West,Moderately Old,,2003.0,1771.32,1302.01,1,0,0,0,0,2,75
mapsko mount ville,1.0,sector 79,13837.0,7227.0,Super Built up area 1510(140.28 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),3,3,3,18.0,North,Relatively New,,1510.0,,867.24,1,0,0,1,0,2,160
ambience lagoon,4.0,sector 24,13281.0,30118.0,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3,4,3+,3.0,East,Old Property,,3200.0,,3156.0,0,1,1,0,0,2,131
sare crescent parc,1.0,sector 92,5128.0,19501.0,Carpet area: 1950 (181.16 sq.m.),4,3,2,1.0,East,Relatively New,,,,1950.0,0,0,0,0,0,1,49
shree vardhman victoria,1.0,sector 70,7692.0,13001.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,7.0,South,Relatively New,,1950.0,,1161.0,0,1,0,0,0,2,174
shapoorji pallonji joyville gurugram,2.0,sector 102,12000.0,16667.0,Super Built up area 1692(157.19 sq.m.)Carpet area: 1027.68 sq.ft. (95.47 sq.m.),3,3,2,1.0,,New Property,,1692.0,,1027.68,0,0,0,0,0,1,67
independent,10.85,sector 25,38150.0,2844.0,Plot area 316(264.22 sq.m.),6,6,1,3.0,North-East,Relatively New,house,,2844.0,,0,0,1,0,0,2,136
sare homes,1.0,sector 92,5207.0,19205.0,Carpet area: 2266 (210.52 sq.m.),4,4,3,8.0,North,Relatively New,,,,2266.0,0,1,0,0,0,1,108
mapsko mount ville,1.0,sector 79,8389.0,11920.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3,22.0,South-West,Relatively New,,1490.0,,863.91,1,0,0,1,0,1,160
independent,1.15,sector 105,3285.0,3501.0,Carpet area: 3500 (325.16 sq.m.),3,2,1,1.0,,Undefined,house,,,3500.0,0,0,0,0,0,1,0
signature global the millennia,0.06,sector 37d,9230.0,650.0,Super Built up area 650(60.39 sq.m.)Carpet area: 596.12 sq.ft. (55.38 sq.m.),2,2,3,7.0,,New Property,,650.0,,596.12,0,0,0,0,0,1,35
godrej,2.0,sector 79,11141.0,17952.0,Built Up area: 2244 (208.47 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,5.0,,Undefined,,,2244.0,1800.0,0,0,0,0,0,1,0
sushant lok 1 builder floors,1.95,sector 43,10077.0,1935.0,Plot area 215(179.77 sq.m.),3,4,3+,4.0,West,New Property,house,,1935.0,,0,1,0,0,0,2,78
signature global the millennia,0.05,sector 37d,9166.0,545.0,Super Built up area 850(78.97 sq.m.)Built Up area: 610 sq.ft. (56.67 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,3,3.0,,New Property,,850.0,610.0,600.0,0,0,0,0,0,1,71
independent,11.58,sector 50,35741.0,3240.0,Plot area 360(301.01 sq.m.),5,5,3,2.0,,Moderately Old,house,,3240.0,,0,1,0,0,0,1,20
m3m skycity,3.0,sector 65,16411.0,18280.0,Super Built up area 1828(169.83 sq.m.),3,3,3,17.0,East,Under Construction,,1828.0,,,0,0,0,0,0,1,99
godrej nature plus,1.0,sector 33,12592.0,7942.0,Carpet area: 1350 (125.42 sq.m.),3,3,3+,6.0,,New Property,,,,1350.0,0,1,0,0,0,1,38
sapphire eighty three,0.06,sector 83,9286.0,646.0,Built Up area: 700 (65.03 sq.m.),1,1,0,6.0,,Undefined,,,700.0,,0,0,0,0,0,1,0
pioneer araya,1.0,sector 62,19500.0,5128.0,Super Built up area 5514(512.27 sq.m.),5,7,3,10.0,North-East,Relatively New,,5514.0,,,0,1,0,0,0,2,153
unitech uniworld gardens,2.0,sector 47,10306.0,19406.0,Super Built up area 2086(193.8 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3+,10.0,East,Moderately Old,,2086.0,1950.0,1750.0,0,1,0,0,0,1,49
emaar mgf emerald floors premier,2.0,sector 65,14683.0,13621.0,Carpet area: 1975 (183.48 sq.m.),4,4,0,0.0,North,Relatively New,,,,1975.0,0,0,1,0,0,1,50
mahindra luminare,5.0,sector 59,19173.0,26078.0,Carpet area: 3025 (281.03 sq.m.),3,4,3,16.0,North-East,New Property,,,,3025.0,0,1,0,0,0,2,49
m3m skycity,3.0,sector 65,17039.0,17607.0,Carpet area: 2054 (190.82 sq.m.),3,3,3,15.0,East,New Property,,,,2054.0,1,1,0,1,0,2,166
independent,1.2,sector 105,13333.0,900.0,Plot area 900(83.61 sq.m.),7,4,1,2.0,South-West,Moderately Old,house,,900.0,,0,0,0,0,1,1,14
dlf regal gardens,1.0,sector 90,6837.0,14626.0,Super Built up area 1755(163.04 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,15.0,South-West,Relatively New,,1755.0,,1400.0,0,0,0,0,0,1,118
orchid petals,4.0,sector 49,11628.0,34400.0,Super Built up area 4115(382.3 sq.m.),5,5,3+,14.0,South,Relatively New,,4115.0,,,1,1,0,1,0,1,49
independent,1.0,sector 110,8796.0,1137.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3,2,2,1.0,North,Old Property,house,,120.0,100.0,0,0,0,1,0,1,0
sare crescent parc,0.08,sector 92,6033.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,3.0,North-East,Relatively New,,,,1326.0,0,0,0,0,0,1,15
emaar digihomes,2.0,sector 62,13925.0,14363.0,Super Built up area 1508(140.1 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,12.0,North-East,New Property,,1508.0,1500.0,1200.0,0,0,0,0,1,2,49
adani m2k oyster grande,2.0,sector 102,7817.0,25585.0,Super Built up area 3198(297.1 sq.m.),4,5,3+,5.0,South,Relatively New,,3198.0,,,0,1,0,0,0,1,76
ramprastha primera,1.0,sector 37d,6000.0,16667.0,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,9.0,South,Relatively New,,1800.0,1700.0,1600.0,0,0,0,0,0,1,158
orchid petals,4.0,sector 49,10984.0,36417.0,Super Built up area 4115(382.3 sq.m.),5,5,3+,14.0,West,Moderately Old,,4115.0,,,1,1,0,1,0,1,49
independent,3.0,sector 43,53763.0,558.0,Plot area 62(51.84 sq.m.),12,12,3+,5.0,West,New Property,house,,558.0,,0,0,0,0,1,0,20
breeze global heights,0.04,sector 33,6421.0,623.0,Built Up area: 623 (57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),2,2,2,4.0,,Undefined,,,623.0,599.0,0,0,0,0,0,1,0
tulip violet,1.0,sector 69,9569.0,10450.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,2,0.0,West,Relatively New,,1578.0,,1100.0,0,0,0,1,0,0,165
independent,0.75,sector 3 phase 3 extension,57692.0,130.0,Built Up area: 130 (12.08 sq.m.),2,2,0,1.0,,Undefined,house,,130.0,,0,0,0,0,0,1,0
krisumi waterfall residences,2.0,sector 36a,15551.0,12861.0,Built Up area: 1479 (137.4 sq.m.),2,2,2,23.0,,Undefined,,,1479.0,,0,0,0,0,0,1,58
bptp terra,1.0,sector 37d,8006.0,12491.0,Super Built up area 1811(168.25 sq.m.),3,3,3,9.0,North-East,Relatively New,,1811.0,,,0,0,0,0,0,1,107
ansals florence villa,3.3,sector 57,19820.0,1665.0,Plot area 185(154.68 sq.m.),4,3,3+,2.0,East,Moderately Old,house,,1665.0,,1,1,1,1,0,1,151
dlf regency park,2.0,sector 28,13696.0,14603.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,2,19.0,East,Old Property,,1777.0,1700.0,1650.0,0,1,0,0,0,1,158
uphaar residency 2,0.04,sector 105,5600.0,714.0,Carpet area: 750 (69.68 sq.m.),3,2,1,0.0,East,Moderately Old,,,,750.0,0,0,0,0,1,1,7
dlf new town heights,1.0,sector 90,6476.0,15442.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3,3,3+,6.0,West,Relatively New,,1930.0,1929.0,1928.0,0,1,0,1,0,1,136
independent,0.7,sector 12,4117.0,1700.0,Plot area 1700(157.94 sq.m.),4,4,1,2.0,,Moderately Old,house,,1700.0,,0,0,0,0,0,1,0
vatika city,2.0,sector 49,11770.0,16992.0,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),3,4,3,11.0,East,Moderately Old,,2251.42,1750.75,,0,1,0,1,0,2,140
tarc maceo,0.08,sector 91,6339.0,1262.0,Super Built up area 1404(130.44 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3+,9.0,East,Relatively New,,1404.0,,1200.0,0,0,0,0,1,2,13
ardee city,1.0,sector 52,9146.0,10934.0,Super Built up area 1640(152.36 sq.m.),4,4,3,3.0,,Old Property,,1640.0,,,0,0,0,0,0,1,65
ansal harmony homes,1.0,sector 57,10666.0,9376.0,Super Built up area 1050(97.55 sq.m.),2,2,1,0.0,,Old Property,,1050.0,,,0,0,0,0,0,1,72
nagata group housing society,0.08,sector 1,3695.0,2165.0,Super Built up area 2300(213.68 sq.m.),3,3,3+,4.0,North,Relatively New,,2300.0,,,0,1,0,0,0,1,5
emaar palm gardens,1.0,sector 83,9052.0,11047.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,4.0,South,Relatively New,,1900.0,1600.0,1240.04,0,1,0,0,0,2,165
independent,11.0,sector 24,28898.0,3806.0,Plot area 3806.45(353.63 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.),8,11,3+,3.0,East,Old Property,house,,5000.0,,1,1,0,1,1,2,39
supertech araville,1.0,sector 79,6535.0,15302.0,Carpet area: 1530 (142.14 sq.m.),2,2,3,4.0,,Relatively New,,,,1530.0,1,0,0,0,0,1,24
shree vardhman flora,0.06,sector 90,4814.0,1246.0,Super Built up area 1350(125.42 sq.m.),2,2,3,6.0,West,Relatively New,,1350.0,,,1,0,0,0,0,1,174
assotech blith,0.09,sector 99,6739.0,1336.0,Super Built up area 1365(126.81 sq.m.),2,2,3+,22.0,,Under Construction,,1365.0,,,0,0,0,0,0,1,56
shapoorji pallonji joyville gurugram,1.0,sector 102,9876.0,10126.0,Super Built up area 1215(112.88 sq.m.),2,2,2,0.0,East,Relatively New,,1215.0,,,0,0,0,0,0,1,79
ireo uptown,4.0,sector 66,12999.0,30772.0,Super Built up area 3731(346.62 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3300 sq.ft. (306.58 sq.m.),4,4,3+,15.0,North,Relatively New,,3731.0,3500.0,3300.0,1,1,1,1,0,2,156
independent,0.85,sector 3 phase 2,9444.0,900.0,Carpet area: 900 (83.61 sq.m.),5,3,3,1.0,,Undefined,house,,,900.0,0,0,0,0,0,1,0
signature global city 37d ph 2,1.0,sector 37d,8237.0,12140.0,Carpet area: 1305 (121.24 sq.m.),3,3,2,2.0,North-East,Under Construction,,,,1305.0,0,0,0,0,0,1,86
the cocoon,2.0,dwarka expressway,13333.0,15000.0,Super Built up area 1500(139.35 sq.m.),3,3,3,5.0,,New Property,,1500.0,,,0,0,0,0,0,1,0
ats triumph,2.0,sector 104,8253.0,24234.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,12.0,South,Relatively New,,3150.0,,,0,1,0,0,0,1,118
cghs hewo apartments,1.0,sector 31,11574.0,8640.0,Carpet area: 1080 (100.34 sq.m.),2,2,2,2.0,,Old Property,,,,1080.0,0,0,0,0,0,1,28
puri diplomatic greens,2.0,sector 111,13235.0,15111.0,Super Built up area 1700(157.94 sq.m.),3,3,2,12.0,North-East,Relatively New,,1700.0,,,0,0,0,0,0,1,101
independent,5.5,sector 23,21825.0,2520.0,Plot area 280(234.12 sq.m.),8,8,2,3.0,East,Moderately Old,house,,2520.0,,1,1,0,1,0,2,76
trisara our homes 3,0.03,sohna road,5564.0,539.0,Carpet area: 629 (58.44 sq.m.),2,2,1,2.0,North,New Property,,,,629.0,0,0,0,0,0,1,74
m3m one key resiments,0.08,sector 67,13115.0,610.0,Built Up area: 610 (56.67 sq.m.),1,1,0,0.0,,Undefined,,,610.0,,0,0,0,0,0,1,0
unitech greenwood city,2.0,sector 45,12346.0,16200.0,Super Built up area 216(180.6 sq.m.),3,3,2,1.0,North-West,New Property,,216.0,,,0,1,0,0,0,2,19
independent,1.1,sector 4,6111.0,1800.0,Plot area 200(167.23 sq.m.),8,4,3+,2.0,West,Old Property,house,,1800.0,,0,0,0,0,0,1,7
orris aster court premier,1.0,sector 85,6509.0,15363.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3,4,2,6.0,North-East,Relatively New,,2120.0,1616.0,,0,1,0,0,0,1,76
la vida by tata housing,2.0,sector 113,10334.0,19354.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2170 sq.ft. (201.6 sq.m.),3,4,3+,5.0,North-East,Relatively New,,2690.0,2350.0,2170.0,0,1,0,0,0,1,174
not applicable,0.04,sector 4,5600.0,714.0,Carpet area: 750 (69.68 sq.m.),2,2,1,3.0,,Relatively New,,,,750.0,0,0,0,0,0,2,26
bestech park view ananda,1.0,sector 81,6686.0,14957.0,Super Built up area 1645(152.83 sq.m.)Carpet area: 1034 sq.ft. (96.06 sq.m.),3,2,3+,5.0,East,Relatively New,,1645.0,,1034.0,0,0,0,0,0,1,150
dlf new town heights,1.0,sector 90,6387.0,15657.0,Super Built up area 2364(219.62 sq.m.)Built Up area: 2362 sq.ft. (219.44 sq.m.)Carpet area: 2360 sq.ft. (219.25 sq.m.),4,4,3+,6.0,South,Relatively New,,2364.0,2362.0,2360.0,0,1,0,1,0,2,142
smart world gems,1.0,sector 89,8784.0,11384.0,Super Built up area 1423(132.2 sq.m.),3,3,3,2.0,North,Under Construction,,1423.0,,,0,0,0,1,0,1,12
signature global city 92,0.07,sector 92,7722.0,907.0,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,3,2.0,,Under Construction,,1010.0,,700.0,0,0,0,0,1,1,24
ramprastha city,1.0,dwarka expressway,9027.0,11078.0,Super Built up area 1440(133.78 sq.m.),3,3,2,3.0,,Under Construction,,1440.0,,,0,0,0,0,0,1,0
godrej,1.0,sector 79,8531.0,11722.0,Super Built up area 1559(144.84 sq.m.),2,2,3,6.0,North-West,Relatively New,,1559.0,,,1,0,0,0,0,1,158
independent,1.16,sector 7,11717.0,990.0,Carpet area: 110 (91.97 sq.m.),5,4,2,1.0,North-East,Undefined,house,,,110.0,0,0,0,0,0,1,0
sbtl caladium,1.0,sector 109,6219.0,16080.0,Super Built up area 3055(283.82 sq.m.),4,4,3,8.0,North-East,Relatively New,,3055.0,,,0,1,0,0,0,1,151
brisk lumbini terrace homes,1.0,sector 109,6616.0,15115.0,Carpet area: 2267 (210.61 sq.m.),3,3,1,4.0,North,New Property,,,,2267.0,0,1,0,0,0,1,37
umang monsoon breeze,1.0,sector 78,5055.0,19782.0,Built Up area: 2176 (202.16 sq.m.),3,3,3+,9.0,,Old Property,,,2176.0,,0,1,0,0,0,1,80
godrej air,1.0,sector 85,10005.0,9995.0,Carpet area: 1829 (169.92 sq.m.),3,3,3+,18.0,,Under Construction,,,,1829.0,0,0,0,0,0,1,110
la vida by tata housing,1.0,sector 113,18500.0,5405.0,Super Built up area 1579(146.69 sq.m.)Carpet area: 1027 sq.ft. (95.41 sq.m.),3,2,2,10.0,North-East,Relatively New,,1579.0,,1027.0,0,0,0,1,0,2,174
sare homes,0.08,sector 76,4786.0,1672.0,Super Built up area 1776(165 sq.m.),4,4,3,3.0,,Moderately Old,,1776.0,,,0,0,0,0,0,1,0
